Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2020-11;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;75;45;231;5;;31;53;157;12;3;5;617
2020-11;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;5;24;1;;10;20;9;9;1;6;113
2020-11;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;156;48;298;28;;107;118;281;31;5;11;1083
2020-11;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;270;100;584;31;;204;256;425;98;11;31;2010
2020-11;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;98;44;411;6;;96;172;241;28;5;13;1114
2020-11;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;203;95;714;21;;138;262;494;63;14;10;2014
2020-12;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2176;704;2812;159;;339;2229;736;392;33;42;9622
2020-12;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;298;65;503;34;;138;392;246;131;11;13;1831
2020-12;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;189;104;707;15;;165;176;497;35;8;23;1919
2020-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;171;60;437;12;;84;105;297;15;3;17;1201
2020-12;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;33;175;45;;36;53;164;39;5;13;620
2020-12;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;318;142;818;11;;151;234;632;42;10;18;2376
2020-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;466;274;1712;37;;353;519;1141;123;20;37;4682
2020-12;Serviços Centrais;Direção-Geral da Saúde;;14;;12;2;;2;27;10;49;3;16;135
2020-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;42;1;;14;20;34;7;1;3;130
2020-12;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;518;269;1085;17;;178;252;796;91;5;11;3222
2020-12;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;21;173;14;;9;32;156;15;2;6;468
2020-12;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;75;45;240;5;;33;53;165;13;3;5;637
2020-12;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;8;1;47;73
2020-12;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;27;5;24;1;;11;20;9;9;1;6;113
2020-12;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;309;90;731;61;;198;218;523;67;13;30;2240
2020-12;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;15;15;22;1;7;60
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;149;62;631;30;;140;266;458;45;15;24;1820
2020-12;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;95;721;21;;138;261;486;63;14;10;2011
2021-01;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;299;82;505;30;3;142;397;203;131;11;13;1816
2021-01;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;295;178;816;4;11;130;150;419;47;7;20;2077
2021-01;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;518;312;1082;;17;178;252;795;92;5;11;3262
2021-01;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;206;126;607;;6;152;168;437;46;6;29;1783
2021-01;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;433;233;1072;5;12;241;250;673;76;9;32;3036
2021-01;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;157;51;295;18;10;106;119;283;34;4;11;1088
2021-01;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;111;721;12;9;139;261;482;63;14;10;2024
2021-02;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;613;357;1447;18;16;254;313;1047;69;17;26;4177
2021-02;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;287;144;824;11;9;122;150;486;21;4;24;2082
2021-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;178;93;822;9;16;193;200;653;59;14;19;2256
2021-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;39;179;38;7;36;53;171;39;5;13;637
2021-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;321;181;836;5;6;158;240;666;50;10;18;2491
2021-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;14;12;73;;1;29;20;90;16;2;3;260
2021-02;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;43;;1;15;21;36;7;1;3;135
2021-02;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;525;310;1085;;17;181;254;811;95;5;11;3294
2021-02;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;172;129;637;4;9;125;149;491;32;7;17;1772
2021-02;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;60;;2;20;31;51;16;3;5;210
2021-02;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;438;231;1071;5;12;241;249;684;76;9;32;3048
2021-02;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;4;1;47;69
2021-02;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;29;5;24;;1;11;22;9;9;1;6;117
2021-02;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;190;;;;89;7;78;9;1018;1403
2021-02;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;473;236;1000;7;15;166;325;487;59;11;32;2811
2021-02;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;159;50;593;1;6;123;255;399;42;9;25;1662
2021-03;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2198;856;2832;149;9;349;2241;751;497;32;41;9955
2021-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;120;46;251;14;1;48;198;107;71;9;12;877
2021-03;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;190;117;711;5;10;168;179;522;34;8;23;1967
2021-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;176;123;665;4;9;151;219;493;31;8;26;1905
2021-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;119;39;302;1;8;50;84;187;32;4;7;833
2021-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;364;230;1030;6;14;189;248;603;35;9;23;2751
2021-03;Serviços Centrais;Direção-Geral da Saúde;;12;;13;2;;1;26;10;50;3;17;134
2021-03;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;524;309;1075;;17;178;253;800;97;5;11;3269
2021-03;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;174;129;637;4;9;125;147;489;32;7;17;1770
2021-03;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;207;127;608;;6;156;167;439;46;6;29;1791
2021-03;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;440;231;1070;5;12;241;248;684;77;9;31;3048
2021-03;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;29;5;24;;1;11;24;9;9;1;6;119
2021-03;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;58;30;102;91;62;133;4;65;556
2021-03;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;98;50;412;5;1;99;175;265;31;5;12;1153
2021-03;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;477;236;997;7;15;166;327;489;60;11;35;2820
2021-04;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;299;81;516;30;3;144;393;232;136;11;13;1858
2021-04;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2107;825;3155;140;3;254;2269;957;503;27;38;10278
2021-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;176;123;667;4;9;151;220;497;31;8;25;1911
2021-04;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;320;177;833;5;6;157;237;648;49;10;18;2460
2021-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;364;230;1032;6;15;185;249;607;35;9;23;2755
2021-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;852;708;2039;25;48;531;626;1584;189;24;69;6695
2021-04;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;295;176;814;4;11;135;150;419;55;7;17;2083
2021-04;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;62;;2;20;34;50;15;3;5;213
2021-04;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;438;229;1067;5;12;241;247;688;77;9;31;3044
2021-04;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;191;;;;87;7;78;9;1004;1388
2021-04;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;58;30;101;92;62;134;4;78;570
2021-04;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;67;8;43;165
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;146;68;628;21;9;142;266;466;46;15;24;1831
2021-04;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;157;51;593;1;6;127;257;403;44;9;25;1673
2021-05;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;32;6;123;3;28;196
2021-05;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2153;856;2845;146;10;346;2266;738;484;32;42;9918
2021-05;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1025;448;1382;59;9;153;1053;419;223;17;21;4809
2021-05;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2118;822;3207;140;4;256;2278;972;503;27;38;10365
2021-05;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;187;110;706;5;10;170;179;523;32;8;23;1953
2021-05;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;313;169;758;10;7;138;191;728;40;10;13;2377
2021-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;585;403;1570;12;30;372;424;1151;81;12;32;4672
2021-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;287;142;822;11;9;124;150;480;23;4;23;2075
2021-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;319;175;832;5;6;158;240;648;50;10;18;2461
2021-05;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;171;124;629;4;9;128;149;484;33;7;17;1755
2021-05;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;62;;2;20;33;50;15;3;5;212
2021-05;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;;9;2;64;6;250;2;31;364
2021-05;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;12;;191;;;;88;7;82;9;1020;1409
2021-05;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;314;110;722;43;19;199;224;562;78;13;33;2317
2021-05;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;63;3;155;17;41;279
2021-05;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;213;103;805;16;11;147;238;639;48;13;27;2260
2021-05;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;470;233;995;7;15;168;328;488;62;11;36;2813
2021-05;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;202;109;734;12;9;141;263;483;64;14;10;2041
2021-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;295;81;512;30;3;146;385;230;137;11;13;1843
2021-06;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;173;61;449;4;8;83;103;294;14;3;17;1209
2021-06;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;117;39;300;1;8;50;82;183;30;5;8;823
2021-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;125;90;472;;11;102;156;347;60;10;9;1382
2021-06;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;978;587;2525;17;42;382;422;1385;162;22;48;6570
2021-06;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;519;299;1090;;17;180;260;788;98;5;11;3267
2021-06;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;25;169;11;3;9;32;158;16;2;6;472
2021-06;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;22;;62;;2;20;31;49;14;3;5;208
2021-06;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;449;212;1055;4;12;240;247;687;75;10;32;3023
2021-06;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;77;39;241;2;3;34;51;164;14;3;5;633
2021-06;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;143;67;626;21;9;143;261;463;48;14;24;1819
2021-06;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;152;51;593;1;6;130;255;402;43;9;25;1667
2021-07;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;167;114;663;4;9;151;225;499;32;7;24;1895
2021-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;126;86;474;;11;102;156;347;61;10;9;1382
2021-07;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;299;167;824;4;11;137;155;428;56;7;18;2106
2021-07;Região de Saúde LVT;Hospital de Vila Franca de Xira, E.P.E.;;226;83;448;10;11;112;142;355;44;4;10;1445
2021-07;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;33;;94;11;11;136;87;87;49;9;7;524
2021-07;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;158;48;298;17;11;106;115;274;31;4;10;1072
2021-07;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;14;14;20;2;7;57
2021-07;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;471;231;994;7;15;168;329;483;62;11;36;2807
2021-08;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2139;786;2844;143;10;356;2378;778;476;31;41;9982
2021-08;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2087;802;3280;140;4;263;2268;969;496;29;38;10376
2021-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;251;150;922;13;10;150;176;566;39;9;8;2294
2021-08;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;340;191;1172;16;14;232;260;742;50;18;11;3046
2021-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1016;667;3262;48;60;537;712;2029;162;27;58;8578
2021-08;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;322;166;833;5;6;162;241;660;52;10;17;2474
2021-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;485;307;1730;4;33;383;534;1231;132;21;39;4899
2021-08;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;209;119;616;;6;156;170;439;47;6;29;1797
2021-08;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;29;5;24;;1;11;22;8;8;1;6;115
2021-09;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;25;39
2021-09;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;1;;3;;;;34;7;138;3;27;213
2021-09;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo, I.P.;;2176;737;2835;142;10;354;2361;775;467;30;42;9929
2021-09;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;;302;65;584;30;3;148;397;224;145;11;13;1922
2021-09;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;191;101;710;5;10;172;176;521;33;8;23;1950
2021-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;266;141;919;13;10;151;175;568;41;9;8;2301
2021-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;592;367;1576;12;30;370;425;1150;83;12;32;4649
2021-09;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;10;;44;;1;13;23;34;7;1;3;136
2021-09;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;450;206;1047;4;11;243;252;677;74;9;32;3005
2021-09;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;35;;95;11;11;137;88;87;49;9;6;528
2021-09;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;156;63;539;9;10;106;185;354;31;12;9;1474
2021-09;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;99;44;413;5;2;103;178;264;33;5;11;1157
2021-09;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;153;43;597;1;6;132;254;408;42;9;25;1670
2021-10;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;117;38;249;16;1;48;199;105;77;9;12;871
2021-10;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;192;100;713;5;10;172;176;520;32;8;23;1951
2021-10;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;353;184;1174;15;13;232;263;737;50;17;11;3049
2021-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1043;618;3252;48;60;537;711;2011;163;26;58;8527
2021-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;336;160;838;5;6;161;253;661;51;10;17;2498
2021-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;132;79;467;;11;103;164;337;62;10;9;1374
2021-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;867;618;2033;25;47;543;630;1579;192;24;68;6626
2021-10;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;10;;44;;1;13;23;34;7;1;3;136
2021-10;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;548;269;1100;;17;180;268;805;96;5;11;3299
2021-10;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;214;114;616;;6;159;170;436;48;6;29;1798
2021-10;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;24;;62;;2;20;30;48;13;3;6;208
2021-10;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;154;63;539;9;10;106;185;357;32;12;9;1476
2021-11;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2149;710;3276;140;4;259;2250;949;488;28;36;10289
2021-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;267;142;919;13;10;149;172;561;42;9;8;2292
2021-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;10;;43;;1;13;23;34;7;1;4;136
